UserID,Difficulty,Day Num,Weather Num,Rep,Retained money,Amount of cones,Sugar,Vanilla,Milk
user1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
user1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
